,edge,edge_text
8571,(warns/Pd.rso.|f--3s-/en ((will/Mm/en break/P.sox.-i-----/en) we/Ci/en india/Cp.s/en (into/T/en pieces/Cc.p/en)) (+/B.am/. general/Cp.s/en (+/B.am/. hamid/Cp.s/en gul/Cp.s/en)) india/Cp.s/en),We will break India into pieces: General Hamid Gul warns India
8572,(warns/Pd.rso.|f--3s-/en ((will/Mm/en have/P.so.-i-----/en) (during/Br.ma/en (+/B.am/. terror/Cc.s/en attack/Cc.s/en) ('s/Bp.am/en (+/B.am/. barack/Cp.s/en obama/Cp.s/en) (+/B.am/. india/Cp.s/en trip/Cc.s/en))) consequences/Cc.p/en) us/Cp.s/en pakistan/Cp.s/en),Terror attack during Barack Obama's India trip will have 'consequences': US warns Pakistan
8573,(warns/Pd.rso.|f--3s-/en (become/P.xsc.|f-----/en ((once/M/en are/Pd.sc.|f-----/en) you/Ci/en (the/Md/en (+/B.am/. fifa/Cp.s/en president/Cc.s/en))) friends/Cc.p/en rare/Ca/en) blatter/Cp.s/en infantino/Cp.s/en),"Once you are the FIFA president, friends become rare,’ Blatter warns Infantino"
8574,(warns/Pd.rso.|f--3s-/en (in/Br.ma/en (+/B.am/. s-300/Cm/en (+/B.am/. s-400/Cp.s/en (+/B.am/. air/Cc.s/en defenses/Cc.p/en))) place/Cc.s/en) (russian/Ma/en mod/Cp.s/en) ((us/Ma/en led/Mv.<pf----/en) coalition/Cc.s/en)),"S-300, S-400 air defenses in place’: Russian MoD warns US-led coalition"
8575,(warns/Pd.rso.|f--3s-/en (kills/P.sox.|f--3s-/en (+/B.am/. car/Cc.s/en bomb/Cc.s/en) five/C#/en (in/T/en kabul/Cp.s/en)) (afghan/Ma/en leader/Cc.s/en) pakistan/Cp.s/en),"Car bomb kills five in Kabul, Afghan leader warns Pakistan"
8576,(warns/Pd.rso.|f--3s-/en (means/P.so.|f--3s-/en (global/Ma/en warming/Cc.s/en) food/Cc.s/en) (+/B.am/. water/Cc.s/en shortages/Cc.p/en) (+/B.am/. un/Cp.s/en report/Cc.s/en)),"Global warming means food, water shortages warns UN report"
8577,(warns/Pd.rso.|f--3s-/en (or/J/en (pay/P.so.-i-----/en convert/Cc.s/en tax/Cc.s/en) die/Pd..-i-----/en) (+/B.am/. islamic/Cp.s/en state/Cp.s/en) christians/Cp.p/en),"Convert, pay tax or die, Islamic State warns Christians"
8578,(warns/Pd.rso.|f--3s-/en (says/P.sr.|f--3s-/en (+/B.am/. white/Cp.s/en house/Cp.s/en) (retains/P.so.|f--3s-/en it/Ci/en (to/Br.ma/en right/Cc.s/en (in/Br.ma/en (+/B.am/. self/Cc.s/en defence/Cc.s/en) syria/Cp.s/en)))) moscow/Cp.s/en washington/Cp.s/en),White House says it retains right to self-defence in Syria; Moscow warns Washington
8579,"(warns/Pd.rso.|f--3s-/en report/Cc.s/en israel/Cp.s/en (100,000/M#/en (+/B.am/. gaza/Cp.s/en residents/Cc.p/en)))","Report: Israel warns 100,000 Gaza residents"
8580,"(warns/Pd.rsor.|f--3s-/en ((will/Mm/en be/P.sc.-i-----/en) (nuclear/Ma/en test/Cc.s/en) dangerous/Ca/en) china/Cp.s/en (+/B.am/. north/Cp.s/en korea/Cp.s/en) (,/J/en (+/B.am/. pti/Cp.s/en feed/Cc.s/en) news/Cc.s/en))","Nuclear test will be dangerous: China warns North Korea : PTI feed, News"
8581,(warns/Pd.rsor.|f--3s-/en (after/Tt/en (suffers/P.sx.|f--3s-/en gaza/Cp.s/en (deadliest/Ms/en night/Cc.s/en))) military/Cc.s/en (northern/Ma/en (+/B.am/. gaza/Cp.s/en residents/Cc.p/en)) ((ahead/M/en of/Jr.ma/en) ((to/Mi/en leave/P.o.-i-----/en) area/Cc.s/en) (an/Md/en (expected/Mv.<pf----/en (wider/Mc/en attack/Cc.s/en))))),after Gaza suffers deadliest night: Military warns northern Gaza residents to leave area ahead of an expected wider attack
8582,(warns/Pd.rsor.|f--3s-/en (are/P.sxx.|f-----/en (+/B.am/. roma/Cp.s/en people/Cc.p/en) (like/T/en (all/Md/en (+/B.am/. eu/Cp.s/en citizens/Cc.p/en))) (so/T/en ((can/Mm/en live/Pd.sr.-i-----/en) they/Ci/en ((where/M/en want/P.s.|f-----/en) they/Ci/en)))) europe/Cp.s/en france/Cp.s/en ((to/Mi/en stop/P.r.-i-----/en) (kicking/P.ox.|pg----/en roma/Cp.s/en (out/T/en (of/Mt/en (the/Md/en country/Cc.s/en)))))),"Roma people are like all EU citizens so they can live where they want,"" Europe warns France to stop kicking Roma out of the country"
8583,(warns/Pd.rsor.|f--3s-/en (avoid/P.ox.-i-----/en disruption/Cc.s/en (in/T/en ties/Cc.p/en)) china/Cp.s/en india/Cp.s/en ((over/M/en invite/P.x.-i-----/en) (to/T/en (+/B.am/. dalai/Cp.s/en lama/Cp.s/en)))),Avoid 'disruption' in ties: China warns India over invite to Dalai Lama
8584,(warns/Pd.rsor.|f--3s-/en (declares/P.so.|f--3s-/en isis/Cp.s/en (on/Br.ma/en war/Cc.s/en twitter/Cp.s/en)) (+/B.am/. terror/Cc.s/en group/Cc.s/en) employees/Cc.p/en ((will/Mm/en (be/Mv.-i-----/en assassinated/P.px.<pf----/en)) they/Ci/en (for/T/en ((down/Ml/en closing/P.o.|pg----/en) (islamist/Ma/en (+/B.am/. propaganda/Cc.s/en accounts/Cc.p/en)))))),ISIS declares war on Twitter: Terror group warns employees they will be assassinated for closing down Islamist propaganda accounts
8585,(warns/Pd.rsox.|f--3s-/en report/Cc.s/en israel/Cp.s/en lebanon/Cp.s/en (against/T/en (responding/P.x.|pg----/en (to/T/en (alleged/Mv.<pf----/en attack/Cc.s/en))))),Report: Israel warns Lebanon against responding to alleged attack
8586,(warns/Pd.rssso.|f--3s-/en ((overnight/M/en ('ll/Mm/en become/P.sc.-i-----/en)) you/Ci/en foreigners/Cc.p/en) ex/Cc.s/en -/Cc.s/en pm/Cc.s/en scotland/Cp.s/en),"You'll become foreigners overnight,"" ex-PM warns Scotland"
8587,(warns/Pd.s?or.|f--3s-/en (+/B.am/. isis/Cp.s/en leader/Cp.s/en) reportedly/Cp.s/en israel/Cp.s/en ((are/Mv.|f-----/en getting/P.sc.|pg----/en) we/Ci/en (to/Br.ma/en closer/Ca/en you/Ci/en))),ISIS Leader Reportedly Warns Israel ‘We Are Getting Closer to You
8588,(warns/Pd.so.|f--3s-/en ('s/Bp.am/en britain/Cp.s/en (+/B.am/. mi5/Cp.s/en chief/Cc.s/en)) (in/Br.ma/en (+/B.am/. al/Cp.s/en qaida/Cp.s/en) syria/Cp.s/en)),Britain's MI5 chief warns al-Qaida in Syria
8589,(warns/Pd.so.|f--3s-/en ('s/Bp.am/en china/Cp.s/en (richest/Ms/en man/Cc.s/en)) trump/Cp.s/en),China's richest man warns Trump
8590,(warns/Pd.so.|f--3s-/en ('s/Bp.am/en china/Cp.s/en (top/Ma/en judge/Cc.s/en)) (on/Br.ma/en courts/Cc.p/en (judicial/Ma/en independence/Cc.s/en))),China's top judge warns courts on judicial independence
8591,(warns/Pd.so.|f--3s-/en ('s/Bp.am/en eu/Cp.s/en tusk/Cp.s/en) (illegal/Ma/en (economic/Ma/en migrants/Cc.p/en))),EU's Tusk warns illegal economic migrants
8592,(warns/Pd.so.|f--3s-/en ('s/Bp.am/en israel/Cp.s/en (facing/Mv.|pg----/en (worsening/Mv.|pg----/en (international/Ma/en isolation/Cc.s/en)))) (classified/Ma/en (internal/Ma/en (+/B.am/. (+/B.am/. foreign/Cp.s/en ministry/Cp.s/en) paper/Cc.s/en)))),"Israel's facing worsening international isolation, warns classified internal Foreign Ministry paper"
8593,(warns/Pd.so.|f--3s-/en ('s/Bp.am/en russia/Cp.s/en (+/B.am/. health/Cp.s/en agency/Cc.s/en)) (+/B.mm/. selfies/Cc.p/en (spread/Mv.<pf----/en (+/B.am/. head/Cc.s/en lice/Cc.s/en)))),Russia's Health agency warns selfies 'spread head lice
8594,(warns/Pd.so.|f--3s-/en ('s/Bp.am/en somalia/Cp.s/en (+/B.am/. (+/B.am/. al/Cp.s/en qaeda/Cp.s/en) branch/Cc.s/en)) members/Cc.p/en),Somalia's Al-Qaeda branch warns members
8595,(warns/Pd.so.|f--3s-/en ('s/Bp.am/en venezuela/Cp.s/en (+/B.am/. defense/Cc.s/en chief/Cc.s/en)) (on/Br.ma/en guardsmen/Cc.p/en (excessive/Ma/en force/Cc.s/en))),Venezuela's defense chief warns guardsmen on excessive force
8596,(warns/Pd.so.|f--3s-/en ((comparable/Ma/en to/Br.ma/en) (in/Br.ma/en (+/B.am/. people/Cc.p/en smuggling/Cc.s/en) europe/Cp.s/en) (the/Md/en (+/B.am/. (illegal/Ma/en drugs/Cc.p/en) market/Cc.s/en))) report/Cc.s/en),"People smuggling in Europe comparable to the illegal drugs market, warns report"
8597,(warns/Pd.so.|f--3s-/en ((tough/Ma/en on/Br.ma/en) (’s/Bp.am/en brazil/Cp.s/en (outdated/Ma/en airports/Cc.p/en)) (+/B.am/. (+/B.am/. world/Cp.s/en cup/Cp.s/en) tourists/Cc.p/en)) pele/Cp.s/en),"Brazil’s outdated airports tough on World Cup tourists, warns Pele"
8598,(warns/Pd.so.|f--3s-/en ((vital/Ma/en for/Br.ma/en) (+/B.am/. un/Cp.s/en (+/B.am/. climate/Cc.s/en treaty/Cc.s/en)) (global/Ma/en security/Cc.s/en)) (senior/Ma/en (+/B.am/. nato/Cp.s/en official/Cc.s/en))),"UN climate treaty vital for global security, warns senior NATO official"
8599,(warns/Pd.so.|f--3s-/en (+/B.am/. (+/B.am/. (+/B.aa/. eu/Cp.s/en turkey/Cm/en) (+/B.am/. (migrant/Ma/en deal/Cc.s/en) risks/Cc.p/en)) collapse/C/en) austria/Cp.s/en),"EU-Turkey migrant deal risks collapse, warns Austria"
8600,"(warns/Pd.so.|f--3s-/en (+/B.am/. (+/B.am/. defense/Cc.s/en minister/Cc.s/en) antony/Cp.s/en) (against/Br.ma/en (military/Ma/en brass/Cc.s/en) (from/Br.ma/en threats/Cc.p/en (,/Mj/en china/Cp.s/en))))","Defense minister Antony warns military brass against threats from China,"
8601,(warns/Pd.so.|f--3s-/en (+/B.am/. (+/B.am/. human/Cp.s/en rights/Cp.p/en) watch/Cp.s/en) (in/Br.ma/en (of/Br.ma/en kiev/Cp.s/en (+/B.am/. war/Cp.s/en crimes/Cp.p/en)) (+/B.am/. (+/B.am/. grad/Cm/en rockets/Cp.p/en) use/Cp.s/en))),Human Rights Watch warns Kiev of War Crimes in 'Grad' Rockets Use
8602,(warns/Pd.so.|f--3s-/en (+/B.am/. (+/B.am/. main/Cp.s/en business/Cc.s/en) association/Cc.s/en) (on/Br.ma/en (industrial/Ma/en north/Cc.s/en) (the/Md/en brink/Cc.s/en))),Main business association warns industrial north 'on the brink
8603,(warns/Pd.so.|f--3s-/en (+/B.am/. (+/B.am/. new/Ca/en u%2es%2e/Cp.s/en) (+/B.am/. un/Cp.s/en envoy/Cc.s/en)) allies/Cc.p/en),New U.S. UN envoy warns allies
8604,(warns/Pd.so.|f--3s-/en (+/B.am/. (+/B.am/. prime/Cp.s/en minister/Cp.s/en) (+/B.am/. julia/Cp.s/en gillard/Cp.s/en)) (against/Br.ma/en colleagues/Cc.p/en criticism/Cc.s/en)),Prime Minister Julia Gillard warns colleagues against criticism
8605,(warns/Pd.so.|f--3s-/en (+/B.am/. (+/B.am/. zimbabwe/Ca/en president/Cp.s/en) mugabe/Cp.s/en) (dissenting/Mv.|pg----/en (+/B.am/. war/Cc.s/en veterans/Cc.p/en))),Zimbabwe President Mugabe warns dissenting war veterans
8606,(warns/Pd.so.|f--3s-/en (+/B.am/. (turkish/Ma/en (+/B.am/. foreign/Cp.s/en minister/Cp.s/en)) davutoğlu/Cp.s/en) (of/Br.ma/en ambassadors/Cc.p/en turkey/Cp.s/en)),Turkish Foreign Minister Davutoğlu warns ambassadors of Turkey
8607,(warns/Pd.so.|f--3s-/en (+/B.am/. australia/Cm/en bishop/Cp.s/en) (of/Br.ma/en putin/Cp.s/en (+/B.am/. (+/B.am/. uranium/Cc.s/en export/Cc.s/en) ban/Cc.s/en))),Australia) Bishop warns Putin of uranium export ban
8608,(warns/Pd.so.|f--3s-/en (+/B.am/. bank/Cp.s/en lobby/Cc.s/en) (of/Br.ma/en (+/B.am/. eu/Cp.s/en (+/B.am/. finance/Cc.s/en ministers/Cc.p/en)) (of/Br.ma/en cost/Cc.s/en (new/Ma/en (+/B.am/. capital/Cc.s/en rules/Cc.p/en))))),Bank lobby warns EU finance ministers of cost new capital rules
8609,(warns/Pd.so.|f--3s-/en (+/B.am/. barack/Cp.s/en obama/Cp.s/en) (and/J/en china/Cp.s/en (against/Br.ma/en (other/Ma/en nations/Cc.p/en) (+/B.am/. land/Cc.s/en reclamation/Cc.s/en)))),Barack Obama warns China and other nations against land reclamation
8610,(warns/Pd.so.|f--3s-/en (+/B.am/. china/Cp.s/en media/Cc.p/en) (against/Br.ma/en (more/Mc/en missiles/Cc.p/en) (in/Br.ma/en (+/B.am/. u%2es%2e/Cp.s/en shield/Cc.s/en) (+/B.am/. s%2e/Cp.s/en korea/Cp.s/en)))),China media warns more missiles against U.S. shield in S. Korea
8611,(warns/Pd.so.|f--3s-/en (+/B.am/. china/Cp.s/en media/Cc.p/en) (of/Br.ma/en philippines/Cp.s/en (in/Br.ma/en counterstrike/Cc.s/en (+/B.am/. (+/B.am/. south/Cp.s/en china/Cp.s/en) sea/Cp.s/en)))),China media warns Philippines of 'counterstrike' in South China Sea
8612,(warns/Pd.so.|f--3s-/en (+/B.am/. china/Cp.s/en media/Cc.p/en) (of/Br.ma/en philippines/Cp.s/en (in/Br.ma/en counterstrike/Cc.s/en (+/B.am/. (+/B.am/. sth/Cp.s/en china/Cp.s/en) sea/Cp.s/en)))),"China media warns Philippines of ""counterstrike"" in Sth China Sea"
8613,(warns/Pd.so.|f--3s-/en (+/B.am/. david/Cp.s/en cameron/Cp.s/en) (against/Br.ma/en (british/Ma/en voters/Cc.p/en) (anti/Ma/en (-/Ma/en (eu/Ma/en (extremist/M/en stance/Cc.s/en)))))),David Cameron warns British voters against anti-EU 'extremist' stance
8614,(warns/Pd.so.|f--3s-/en (+/B.am/. eu/Cp.s/en (+/B.am/. business/Cc.s/en lobby/Cc.s/en)) (stalled/Mv.<pf----/en reforms/Cc.p/en)),EU business lobby warns stalled reforms
8615,(warns/Pd.so.|f--3s-/en (+/B.am/. fidel/Cp.s/en castro/Cp.s/en) (against/Br.ma/en (+/B.am/. kim/Cp.s/en (+/B.am/. jong/Cp.s/en un/Cp.s/en)) war/Cc.s/en)),Fidel Castro warns Kim Jong-un against war
8616,(warns/Pd.so.|f--3s-/en (+/B.am/. istanbul/Cp.s/en (+/B.am/. airport/Cc.s/en ad/Cc.s/en)) (of/Br.ma/en travelers/Cc.p/en (’s/Bp.am/en sweden/Cp.s/en (+/B.am/. (high/Ma/en rape/Cc.s/en) rate/Cc.s/en)))),Istanbul airport ad warns travelers of Sweden’s high rape rate
8617,(warns/Pd.so.|f--3s-/en (+/B.am/. jeremy/Cp.s/en corbyn/Cp.s/en) (naughty/Ma/en (+/B.mm/. people/Cc.p/en '/C/en))),Jeremy Corbyn warns 'naughty people'
8618,(warns/Pd.so.|f--3s-/en (+/B.am/. kurdistan/Cp.s/en (+/B.am/. freedom/Cp.s/en falcons/Cp.p/en)) tourists/Cc.p/en),Kurdistan Freedom Falcons warns tourists
8619,(warns/Pd.so.|f--3s-/en (+/B.am/. malcolm/Cp.s/en turnbull/Cp.s/en) (of/Br.ma/en (asian/Ma/en leaders/Cc.p/en) (a/Md/en (coercive/Ma/en china/Cp.s/en)))),Malcolm Turnbull warns Asian leaders of 'a coercive China
8620,(warns/Pd.so.|f--3s-/en (+/B.am/. mossack/Cp.s/en fonseca/Cp.s/en) (+/B.mm/. customers/Cc.p/en (of/Jr.ma/en (unauthorised/Ma/en (’/Bp.am/en panamaleaks/Cm/en (+/B.am/. data/Cc.p/en breach/Cc.s/en))) ((is/Mv.|f--3s-/en set/P.pr.<pf----/en) that/C/en ((to/Mi/en (be/Mv.-i-----/en revealed/P.x.<pf----/en)) (in/T/en (the/Md/en news/Cc.s/en))))))),Mossack Fonseca warns customers of unauthorised ‘Panamaleaks’ data breach that is set to be revealed in the news
8621,(warns/Pd.so.|f--3s-/en (+/B.am/. n/Cp.s/en korea/Cp.s/en) (of/Br.ma/en world/Cc.s/en (+/B.am/. (nuclear/Ma/en war/Cc.s/en) breakout/Cp.s/en))),N Korea warns world of nuclear war breakout
8622,(warns/Pd.so.|f--3s-/en (+/B.am/. new/Cp.s/en zealand/Cp.s/en) hikers/Cc.p/en),New Zealand warns hikers
8623,(warns/Pd.so.|f--3s-/en (+/B.am/. north/Cp.s/en korea/Cp.s/en) (of/Br.ma/en (+/B.am/. u%2es%2e/Cp.s/en forces/Cp.p/en) destruction/Cc.s/en)),North Korea warns U.S. Forces destruction of
8624,(warns/Pd.so.|f--3s-/en (+/B.am/. north/Cp.s/en korea/Cp.s/en) (of/Br.ma/en (+/B.am/. us/Cp.s/en commander/Cc.s/en) (over/Br.ma/en (miserable/Ma/en destruction/Cc.s/en) (military/Ma/en drills/Cc.p/en)))),North Korea warns US commander of 'miserable destruction' over military drills
8625,(warns/Pd.so.|f--3s-/en (+/B.am/. north/Cp.s/en korea/Cp.s/en) (of/Br.ma/en australia/Cp.s/en (over/Br.ma/en (nuclear/Ma/en strike/Cc.s/en) ('s/Bp.am/en (foreign/Ma/en minister/Cc.s/en) comments/Cc.p/en)))),North Korea warns Australia of nuclear strike over foreign minister's comments
8626,(warns/Pd.so.|f--3s-/en (+/B.am/. north/Cp.s/en korea/Cp.s/en) (of/Br.ma/en danger/Cc.s/en (at/Br.ma/en (catastrophic/Ma/en (military/Ma/en clash/Cc.s/en)) (+/B.am/. truce/Cc.s/en village/Cc.s/en)))),North Korea warns danger of ‘catastrophic’ military clash at truce village
8627,(warns/Pd.so.|f--3s-/en (+/B.am/. north/Cp.s/en korea/Cp.s/en) (of/Br.ma/en moment/Cc.s/en explosion/Cc.s/en)),North Korea warns 'moment of explosion
8628,(warns/Pd.so.|f--3s-/en (+/B.am/. north/Cp.s/en korea/Cp.s/en) (on/Br.ma/en (of/Br.ma/en use/Cc.s/en (nuclear/Ma/en weapons/Cc.p/en)) (first/Ma/en strike/Cc.s/en))),North Korea warns use of nuclear weapons on first strike
8629,(warns/Pd.so.|f--3s-/en (+/B.am/. north/Cp.s/en korea/Cp.s/en) (south/Ma/en president/Cc.s/en)),North Korea warns South president
8630,(warns/Pd.so.|f--3s-/en (+/B.am/. north/Cp.s/en korea/Cp.s/en) (than/Br.ma/en (of/Br.ma/en (+/B.am/. u%2es%2e/Cp.s/en envoy/Cc.s/en) (bigger/Mc/en mishap/Cc.s/en)) (a/Md/en (+/B.am/. knife/Cc.s/en attack/Cc.s/en)))),North Korea warns U.S. envoy of 'bigger mishap' than a knife attack
8631,(warns/Pd.so.|f--3s-/en (+/B.am/. pope/Cp.s/en francis/Cp.s/en) (against/Br.ma/en (+/B.am/. vatican/Cp.s/en leaders/Cc.p/en) (spiritual/Ma/en alzheimers/Cc.p/en))),Pope Francis warns Vatican leaders against ‘spiritual Alzheimers
8632,(warns/Pd.so.|f--3s-/en (+/B.am/. pope/Cp.s/en francis/Cp.s/en) (against/Br.ma/en (korean/Ma/en (catholic/Ma/en bishops/Cc.p/en)) (worldly/Ma/en lifestyle/Cc.s/en))),Pope Francis warns Korean Catholic bishops against worldly lifestyle
8633,(warns/Pd.so.|f--3s-/en (+/B.am/. president/Cp.s/en ghani/Cp.s/en) (of/Br.ma/en consequences/Cc.p/en (in/Br.ma/en (afghan/Ma/en conflict/Cc.s/en) (the/Md/en region/Cc.s/en)))),President Ghani warns consequences of Afghan conflict in the region
8634,(warns/Pd.so.|f--3s-/en (+/B.am/. punjab/Cp.s/en (+/B.am/. home/Cp.s/en dept/Cp.s/en)) leas/Cp.s/en),Punjab Home Dept warns LEAs
8635,(warns/Pd.so.|f--3s-/en (+/B.am/. saudi/Cp.s/en arabia/Cp.s/en) (of/Br.ma/en (online/Ma/en backers/Cc.p/en) (+/B.am/. women/Cc.p/en drivers/Cc.p/en))),Saudi Arabia warns online backers of women drivers
8636,(warns/Pd.so.|f--3s-/en (+/B.am/. south/Cp.s/en korea/Cp.s/en) (of/Br.ma/en (+/B.am/. north/Cp.s/en korea/Cp.s/en) (grave/Ma/en measures/Cc.p/en))),South Korea warns North Korea of 'grave measures
8637,(warns/Pd.so.|f--3s-/en (+/B.am/. south/Cp.s/en korea/Cp.s/en) (of/Br.ma/en north/Cp.s/en (after/Br.ma/en (strong/Ma/en response/Cc.s/en) (of/Br.ma/en exchange/Cc.s/en fire/Cc.s/en)))),South Korea warns North of 'strong' response after exchange fire
8638,(warns/Pd.so.|f--3s-/en (+/B.am/. theresa/Cp.s/en may/Cp.s/en) (+/B.am/. nicola/Cp.s/en sturgeon/Cp.s/en)),Theresa May warns Nicola Sturgeon
8639,(warns/Pd.so.|f--3s-/en (+/B.am/. turkey/Cm/en (+/B.am/. pm/Cc.s/en erdogan/Cp.s/en)) (of/Br.ma/en protesters/Cc.p/en (limited/Ma/en patience/Cc.s/en))),Turkey PM Erdogan warns protesters of 'limited patience
8640,(warns/Pd.so.|f--3s-/en (+/B.am/. uk/Cp.s/en government/Cp.s/en) tourists/Cc.p/en),UK Government warns tourists
8641,(warns/Pd.so.|f--3s-/en (+/B.am/. un/Cp.s/en envoy/Cc.s/en) ('/Bp.am/en (+/B.mm/. (+/B.am/. east/Cp.s/en aleppo/Cp.s/en) faces/C/en) (total/Ma/en destruction/Cc.s/en))),UN envoy warns east Aleppo faces 'total destruction
8642,(warns/Pd.so.|f--3s-/en (+/B.am/. un/Cp.s/en official/Cc.s/en) israel/Cp.s/en),UN official warns Israel
8643,(warns/Pd.so.|f--3s-/en (+/B.am/. us/Cp.s/en (+/B.am/. chopper/Cc.s/en crew/Cc.s/en)) (of/Br.ma/en paddlers/Cc.p/en sharks/Cc.p/en)),US chopper crew warns paddlers of sharks
8644,(warns/Pd.so.|f--3s-/en (+/B.am/. usfk/Cp.s/en chief/Cp.s/en) (+/B.am/. (+/B.am/. north/Cp.s/en korea/Cp.s/en) (+/B.am/. surprise/Cc.s/en attack/Cc.s/en))),USFK Chief warns North Korea surprise attack
8645,(warns/Pd.so.|f--3s-/en (+/B.mm/. ('s/Bp.am/en hezbollah/Cp.s/en (+/B.am/. secretary/Cp.s/en general/Cp.s/en)) (+/B.am/. sayyed/Cp.s/en (+/B.am/. hassan/Cp.s/en nasrallah/Cp.s/en))) (the/Md/en (+/B.am/. islamic/Cp.s/en state/Cp.s/en))),"Hezbollah's Secretary General, Sayyed Hassan Nasrallah, warns The Islamic State"
8646,(warns/Pd.so.|f--3s-/en (+/B.mm/. (+/B.am/. (+/B.am/. david/Cp.s/en cameron/Cp.s/en) stance/Cc.s/en) (on/Br.ma/en eu/Cp.s/en dangerous/Ca/en)) france/Cp.s/en),"David Cameron stance on EU 'dangerous', warns France"
8647,(warns/Pd.so.|f--3s-/en (+/B.mm/. (+/B.am/. hezbollah/Cm/en (+/B.am/. chief/Cp.s/en tours/Cc.p/en)) (+/B.am/. east/Cp.s/en lebanon/Cp.s/en)) isis/Cp.s/en),"Hezbollah chief tours east Lebanon, warns ISIS"
8648,(warns/Pd.so.|f--3s-/en (+/B.mm/. (+/B.mm/. (+/B.am/. hungary/Ca/en beefs/C/en) up/C/en) (with/Br.ma/en border/Cc.s/en army/Cc.s/en)) migrants/Cc.p/en),"Hungary beefs up border with army, warns migrants"
8649,(warns/Pd.so.|f--3s-/en (+/B.mm/. (+/B.mm/. brexit/Ca/en risks/C/en) (of/Br.ma/en (new/Ma/en (dark/Ma/en phase/Cc.s/en)) (cyber/Ma/en crime/Cc.s/en))) ('s/Bp.am/en britain/Cp.s/en ((most/M^/en senior/Ma/en) (+/B.am/. eu/Cp.s/en official/Cc.s/en)))),"Brexit risks ‘new dark phase’ of cyber crime, warns Britain's most senior EU official"
8650,(warns/Pd.so.|f--3s-/en (+/B.mm/. (+/B.mm/. putin/Cp.s/en reviews/C/en) (foreign/Ma/en policy/Cc.s/en)) petroshenko/Cp.s/en),"Putin reviews foreign policy, warns Petroshenko"
8651,(warns/Pd.so.|f--3s-/en (+/B.mm/. breivik/Cp.s/en (norwegian/Ma/en terrorist/Cc.s/en)) hungerstrike/Cp.s/en),Breivik (Norwegian terrorist) warns hungerstrike
8652,(warns/Pd.so.|f--3s-/en (+/B.mm/. israel/Cp.s/en pm/Cp.s/en) (at/Br.ma/en enemies/Cc.p/en (+/B.am/. (+/B.am/. missile/Cc.s/en defense/Cc.s/en) ceremony/Cc.s/en))),Israel PM warns enemies at missile defense ceremony
8653,(warns/Pd.so.|f--3s-/en (+/B.mm/. uk/Cp.s/en (in/Br.ma/en (((more/M=/en harmful/Ma/en) to/Br.ma/en) (+/B.am/. air/Cc.s/en pollution/Cc.s/en) children/Cc.p/en) (than/Br.ma/en cars/Cc.p/en outside/C/en))) (top/Ma/en scientist/Cc.s/en)),"UK: Air pollution more harmful to children in cars than outside, warns top scientist"
8654,(warns/Pd.so.|f--3s-/en (across/Br.ma/en (+/B.am/. (polluted/Ma/en (+/B.am/. air/Cm/en poisoning/Cc.s/en)) thousands/Cc.p/en) (of/Br.ma/en north/Cc.s/en england/Cp.s/en)) report/Cc.s/en),"Polluted air 'poisoning thousands' across north of England, warns report"
8655,(warns/Pd.so.|f--3s-/en (at/Br.ma/en europe/Cp.s/en (of/Br.ma/en risk/Cc.s/en blackouts/Cc.p/en)) iea/Cp.s/en),"Europe at risk of blackouts, warns IEA"
8656,(warns/Pd.so.|f--3s-/en (australian/Ma/en (+/B.am/. state/Cc.s/en govt/Cc.s/en)) (+/B.am/. (uber/Ma/en drivers/Cc.p/en) (+/B.am/. risk/Cc.s/en fines/Cc.p/en))),Australian state govt warns uber drivers risk fines
8657,(warns/Pd.so.|f--3s-/en (biggest/Ms/en (+/B.am/. eu/Cp.s/en group/Cc.s/en)) (+/B.am/. brexit/Cp.s/en time/Cc.s/en)),Biggest EU group warns Brexit time
8658,(warns/Pd.so.|f--3s-/en (canadian/Ma/en (+/B.am/. imam/Cc.s/en group/Cc.s/en)) (muslim/Ma/en youths/Cc.p/en)),Canadian imam group warns Muslim youths
8659,(warns/Pd.so.|f--3s-/en (chinese/Ma/en (+/B.am/. news/Cc.s/en agency/Cc.s/en)) (over/Br.ma/en ('s/Bp.am/en (+/B.am/. south/Cp.s/en korea/Cp.s/en) lotte/Cp.s/en) thaad/Cp.s/en)),Chinese news agency warns South Korea's Lotte over THAAD
8660,(warns/Pd.so.|f--3s-/en (chinese/Ma/en media/Cc.p/en) (of/Br.ma/en us/Cp.s/en (+/B.am/. tax/Cc.s/en war/Cc.s/en))),Chinese media warns US of tax war
8661,(warns/Pd.so.|f--3s-/en (chinese/Ma/en media/Cc.p/en) india/Cp.s/en),Chinese media warns India
8662,"(warns/Pd.so.|f--3s-/en (chinese/Ma/en paper/Cc.s/en) (,/J/en boeing/Cp.s/en (in/Br.ma/en (+/B.am/. u%2es%2e/Cp.s/en agriculture/Cc.s/en) (of/Br.ma/en crosshairs/Cc.p/en (+/B.am/. trump/Ca/en (+/B.am/. trade/Cc.s/en war/Cc.s/en))))))","Chinese paper warns Boeing, U.S. agriculture in crosshairs of Trump trade war"
8663,(warns/Pd.so.|f--3s-/en (despite/Br.ma/en ((still/M/en at/Br.ma/en) (in/Br.ma/en (migrant/Ma/en workers/Cc.p/en) qatar/Cp.s/en) risk/Cc.s/en) reforms/Cc.p/en) amnesty/Cp.s/en),"Migrant workers in Qatar still at risk despite reforms, warns Amnesty"
